ID,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age
44,Kurt Holobaugh,Marc Goddard,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Lightweight,3,3,0,0,11.33333333,9,9.666666667,7.666666667,105.3333333,40.66666667,8,6.333333333,101.3333333,38.33333333,0.333333333,10.33333333,7.333333333,0,0,123,54.66666667,0.433333333,0.666666667,1.666666667,0.666666667,0.276666667,169.6666667,96.33333333,0,3,8.666666667,6.666666667,13.66666667,7.666666667,68.33333333,35.33333333,11,6.666666667,83,41.66666667,0.333333333,1.333333333,1.333333333,1.333333333,0,93,49.66666667,0.57,1,2.666666667,1.333333333,0.333333333,128.3333333,80,7,573.3333333,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,32
45,Sergio Moraes,Osiris Maia,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Welterweight,3,1,0,0,8.25,5.25,1.833333333,0.916666667,64.5,27.08333333,3,2.166666667,58.75,23,0.083333333,2.333333333,1.916666667,1.666666667,0,69.33333333,30.16666667,0.4625,0.416666667,2.666666667,1.083333333,0.3625,76.66666667,36.91666667,4,4,12.66666667,7.583333333,1.583333333,1.25,103.5833333,36.83333333,3,1.75,86.33333333,24.83333333,0.5,9.166666667,7.416666667,0.25,0.25,108.1666667,39.83333333,0.355833333,0,0.333333333,0.083333333,0.083333333,119.3333333,50.08333333,31,730.9166667,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,36
46,Clay Guida,Herb Dean,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",1,FALSE,Lightweight,3,1,0,0,6.230769231,4.076923077,5.769230769,4.038461538,66.84615385,15.38461538,14.73076923,8.730769231,73.65384615,17.57692308,0.230769231,7.461538462,6.5,1.961538462,0.038461538,87.34615385,28.15384615,0.357692308,0.538461538,6.653846154,2.423076923,0.342692308,119.0384615,55.30769231,4,12,5.961538462,4.115384615,6.884615385,4.538461538,72.34615385,20.61538462,3.923076923,3.153846154,74.11538462,21.84615385,0.192307692,3.076923077,2.346153846,0.423076923,0.076923077,83.15384615,28.30769231,0.323846154,0.846153846,2.230769231,0.576923077,0.155769231,99.88461538,43.26923077,67,702.1538462,0,0,3,5,2,4,0,14,Orthodox,170.18,177.8,155,37
47,Priscila Cachoeira,Fernando Portella,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Women's Flyweight,3,2,0,0,10.5,7.5,6,3.5,117,35,0,0,109,28,0,3.5,3,0,0,123,38.5,0.24,0,0,0,0,125.5,40,0,2,12.5,10.5,10.5,6,94.5,50.5,50,44.5,135,84,0,7.5,6.5,3,0.5,155,101,0.69,2,6.5,2,0.59,227,170,5,732.5,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,30
48,Carlos Huachin,Eduardo Herdy,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,162.56,170.18,135,22
49,Viviane Araujo,Fernando Portella,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",1,FALSE,Women's Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,135,32
50,Donald Cerrone,Jerin Valel,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Lightweight,5,0,2,0,15.03333333,11.13333333,6.866666667,4.433333333,76.1,35.56666667,5.233333333,3.733333333,59.83333333,21.13333333,0.6,13.33333333,11.46666667,0.966666667,0.1,88.2,43.73333333,0.5,0.366666667,2.233333333,0.7,0.305333333,95.06666667,49.63333333,8,8,17.23333333,11.5,8.7,6.033333333,79.93333333,36.33333333,1.8,0.966666667,64.4,24.7,0.233333333,8.8,7.133333333,0.033333333,0.033333333,90.43333333,43.33333333,0.455,0.1,2,0.233333333,0.065666667,96.3,48.43333333,63,551.2666667,1,0,0,6,10,6,0,22,Orthodox,185.42,185.42,155,36
51,Elias Theodorou,Todd Ronald Anderson,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Middleweight,3,0,3,0,33.2,18.4,22,15.3,104.1,35.4,9.3,7.2,82.1,26.3,0,20.1,13.2,0.5,0.3,135.4,57.9,0.417,0,4.5,1.3,0.266,170.2,88.8,3,2,11.8,8.7,17.9,12.4,50.1,18.2,0.7,0.5,51.2,18.1,0.1,5.7,4.3,0.8,0.1,68.7,31.1,0.436,0.3,4,1.6,0.304,80.9,42.4,28,832.8,1,0,1,5,2,0,0,8,Orthodox,185.42,190.5,185,30
52,Shane Burgos,Yves Lavigne,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Featherweight,3,0,1,0,17.8,11.6,8.8,7,136.2,59.2,7.6,5.4,126.2,52.6,1,8.6,7.4,0.4,0,152.6,71.6,0.504,0.2,0.4,0.4,0.4,172.2,87.4,3,1,15.4,7.2,6.2,2.4,168.2,56.2,2.2,1.2,144.6,41.2,0.4,16.6,11.4,0,0,176.6,59.8,0.344,0,6.8,0.4,0.044,178.4,61.4,13,656.4,0,0,0,2,1,1,0,4,Orthodox,180.34,190.5,145,28
53,Merab Dvalishvili,Kevin MacDonald,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Bantamweight,3,0,1,0,12,7.666666667,19,10.33333333,107,28.66666667,38.33333333,17.66666667,144,42.33333333,0.333333333,8.333333333,6.666666667,1.333333333,0,164.3333333,56.66666667,0.35,0,17.66666667,7.333333333,0.453333333,247.6666667,130.3333333,1,2,17,13.33333333,17.33333333,13,60.33333333,17.66666667,3.333333333,2.666666667,60.66666667,17.33333333,0,3.333333333,2.666666667,0.666666667,0.333333333,81,33.33333333,0.366666667,0.333333333,3.333333333,0.666666667,0.093333333,91.33333333,42,9,900,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,135,28
54,Serghei Spivac,Jerin Valel,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,260,24
55,Andrew Sanchez,Todd Ronald Anderson,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Middleweight,3,0,1,0,15.2,10.8,11.6,7.8,115.4,49.2,11.6,10.4,117.4,51.8,0.4,6,4.8,1.6,0,138.6,67.4,0.53,0,7,2.6,0.264,186.8,106.6,2,2,22,19.2,18,14.8,110.8,50,2.6,2.6,102.4,41.8,0.2,7,6.4,0.2,0.2,131.4,67.4,0.492,0,0.8,0,0,157,89.8,15,838,1,0,0,3,0,0,0,3,Orthodox,185.42,187.96,185,31
56,Sarah Moras,Yves Lavigne,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Women's Bantamweight,3,2,0,0,3.4,2,4.8,2.6,44,12.2,13.6,8.4,57.2,19.8,0,1.8,1.4,1,0.2,62.4,23.2,0.398,0.8,3.6,0.8,0.28,105.2,61.8,1,3,6.4,5.6,2.6,2,48.8,23.8,21.2,14.2,61.2,29.6,0.4,5,4.8,4.6,0.6,72.6,40,0.486,0.2,2.6,1.6,0.416,120.8,84.2,13,754.2,0,0,0,1,0,1,0,2,,170.18,170.18,135,31
57,Vince Morales,Kevin MacDonald,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Bantamweight,3,1,0,0,22,14,8,6,190,67,3,1,167,52,0,12,8,0,0,201,74,0.36,0,0,0,0,211,83,0,1,18,13,2,2,165,74,5,3,138,55,0,16,11,2,0,172,79,0.45,0,2,2,1,181,86,3,900,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,28
58,Kyle Prepolec,Jerin Valel,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,29
59,Matt Sayles,Todd Ronald Anderson,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Featherweight,3,1,0,0,30,23,15,10,220,67,0,0,185,39,0,20,15,0,0,235,77,0.32,0,3,0,0,237,79,0,1,55,40,11,9,161,64,0,0,113,31,0,4,2,0,0,172,73,0.42,0,4,0,0,177,77,3,900,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,145,25
60,Juan Adams,Yves Lavigne,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Heavyweight,3,0,1,0,8,8,15,13,85,38,44,35,131,74,0,5,4,4,0,144,86,0.59,0,2,2,1,180,121,1,0,11,10,7,3,67,36,2,2,64,30,0,1,1,0,0,76,41,0.53,0,2,1,0.5,81,46,3,658,0,0,0,0,1,0,0,1,Orthodox,195.58,203.2,265,27
61,Cole Smith,Kevin MacDonald,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,170.18,135,30
62,Jack Hermansson,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Middleweight,5,0,3,0,5.875,3.875,5.75,4.25,29.875,12.375,19.5,14.25,40.125,20.875,0,9.125,6.125,2,0,55.125,30.875,0.51375,0.375,2.125,1,0.52,66.625,41.625,3,2,6.625,4.25,3.875,2.375,24.125,7.25,3,1.5,21.375,4.875,0.125,3,2,0.75,0.125,31,11.125,0.32125,1,1.875,0.5,0.16625,34.375,14.125,13,378,0,0,0,1,3,2,0,6,Orthodox,185.42,195.58,185,30
63,Dmitrii Smoliakov,Keith Peterson,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Heavyweight,3,2,0,0,5,3.5,5.5,3.5,16,5.5,0.5,0.5,15.5,5,0,1.5,1,0,0,22,9.5,0.455,0,1,0,0,65,47,0,2,2,2,4.5,2,12,3,28.5,14.5,43,17.5,0,0,0,2,0,45,19.5,0.43,0.5,4,1,0.57,115.5,58,3,349.5,0,0,0,0,0,0,0,0,Switch,187.96,187.96,253,36
64,Mike Perry,Larry Downs,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Welterweight,3,1,0,0,10.77777778,6.444444444,8.444444444,5.444444444,75.33333333,30.77777778,5.444444444,4.222222222,69.77777778,25.77777778,0.777777778,8.666666667,8.222222222,1.111111111,0,89.22222222,40.44444444,0.49,0,1,0.555555556,0.323333333,93.55555556,44.66666667,2,4,12.66666667,7.222222222,3.444444444,2.666666667,100.6666667,40.22222222,2.111111111,1.777777778,81.88888889,26.88888889,0.333333333,11.66666667,10.55555556,0.444444444,0.111111111,106.2222222,44.66666667,0.442222222,0.111111111,2.111111111,0.666666667,0.183333333,108.2222222,46.66666667,20,603.1111111,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,27
65,Ion Cutelaba,Alan Abeles,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Light Heavyweight,3,0,2,0,14.8,10.2,21.6,14.4,92.6,23.8,6.6,4.4,102,28.6,0.2,4,3.8,0.6,0,120.8,42.6,0.502,0,1.8,1.2,0.17,122.8,44.4,2,2,6.2,4.6,8.4,6.2,46.6,21.4,2.2,1.6,48.6,22.2,0,2.4,2.4,0.4,0,57.2,29.2,0.524,0.2,2.6,0.8,0.14,66.2,37.4,11,553.8,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,205,25
66,Cory Sandhagen,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Bantamweight,3,0,3,0,11.66666667,8.333333333,11.33333333,6.666666667,48.33333333,21.33333333,45,26.33333333,86.33333333,40.33333333,0.666666667,6.666666667,5.666666667,1.666666667,0.333333333,104.6666667,54.33333333,0.476666667,0.666666667,1,0.666666667,0.5,131,76.33333333,3,0,3.333333333,2,3.333333333,0.666666667,41.66666667,13.66666667,3,2.333333333,43.33333333,14,0,1.333333333,0.666666667,0.333333333,0,48,16.66666667,0.34,0.666666667,1,1,1,52,19.33333333,5,366.6666667,0,0,0,0,2,1,0,3,Switch,180.34,177.8,135,27
67,Thomas Gifford,Keith Peterson,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,26
68,Takashi Sato,Larry Downs,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,170,28
69,Augusto Sakai,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Heavyweight,3,0,1,0,35,21,38,30,167,69,13,12,169,81,0,14,9,1,0,218,111,0.5,0,1,1,1,233,125,1,0,36,24,13,6,165,73,0,0,120,37,0,22,18,0,0,178,79,0.44,0,0,0,0,183,84,3,843,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,265,27
70,Virna Jandiroba,Alan Abeles,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,30
71,Mike Davis,Keith Peterson,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,26
72,Jason Gonzalez,Larry Downs,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Lightweight,3,1,0,0,3.666666667,2.333333333,2.333333333,2,27.33333333,9.666666667,0.666666667,0.333333333,25.33333333,8.666666667,0,1.333333333,1,0,0,30.33333333,12,0.353333333,0.333333333,0,0,0,32.66666667,13.66666667,1,2,2,1,5.333333333,1.666666667,23,9.333333333,6,2.666666667,31,11.33333333,0.666666667,1.333333333,1.333333333,3,0,34.33333333,13.66666667,0.33,0.333333333,2.666666667,1.666666667,0.553333333,44.33333333,21.66666667,4,256.6666667,0,0,0,0,0,1,0,1,Southpaw,187.96,187.96,155,29
73,Jodie Esquibel,Alan Abeles,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Women's Strawweight,3,2,0,0,43,22,8.5,6,172,65,2,2,134,45.5,0,5.5,5.5,0,0,182.5,73,0.395,0,1.5,0,0,183,73.5,0,2,40,30,41,35,222.5,90,2.5,2.5,217,89,0,9,8.5,0.5,0,266,127.5,0.51,0,4,0.5,0.25,278.5,140,6,900,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,32
74,Dhiego Lima,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Welterweight,3,0,1,0,2.571428571,1.428571429,1.285714286,1,19.42857143,6.571428571,13.57142857,7.857142857,30.71428571,13.28571429,0.285714286,1,0.714285714,1.285714286,0,34.28571429,15.42857143,0.474285714,0.571428571,1.285714286,0.857142857,0.107142857,43.85714286,23.14285714,1,5,3,1.857142857,3,2.571428571,21.57142857,6.857142857,11.14285714,8.428571429,30,14,0.571428571,2.714285714,2,1.571428571,0.142857143,35.71428571,17.85714286,0.552857143,0.285714286,2.285714286,1.142857143,0.16,54.71428571,33.85714286,12,361.8571429,2,0,0,1,1,0,0,2,Orthodox,187.96,187.96,170,30
75,Aleksei Oleinik,Marc Goddard,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Heavyweight,5,0,2,0,4.25,3.875,5.375,4.125,26.625,10.5,3.25,2.625,28.5,11.5,0.25,2.5,1.875,1.25,0.125,35.25,17.25,0.45125,1,2.875,1.125,0.22125,58.25,38.5,2,2,4.625,3.5,7,5.25,28.875,10.5,3.625,2.75,33.125,13.375,0.25,1.75,1.625,0.875,0.25,39.5,18.5,0.4775,0,1.125,1,0.625,52.375,31.125,12,338.75,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,41
76,Arman Tsarukyan,Herb Dean,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,155,22
77,Marcelo Golm,Leon Roberts,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Heavyweight,3,2,0,0,9.333333333,8,21,16.33333333,47.33333333,22.66666667,7.666666667,6.666666667,58.33333333,29.66666667,0,8.333333333,8,0.666666667,0,76,45.66666667,0.6,0.333333333,0.666666667,0.333333333,0.333333333,97.33333333,65,1,2,12.33333333,10,28.33333333,22.33333333,47.33333333,16.66666667,3.666666667,3,61.66666667,27.66666667,0,5.333333333,4.333333333,0,0,79.33333333,42,0.44,0,2.666666667,0.333333333,0.166666667,122.3333333,80.66666667,7,642.6666667,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,249,26
78,Antonina Shevchenko,Marc Goddard,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Women's Flyweight,3,0,1,0,26,18,19,14,106,46,9,6,101,41,0,7,7,1,0,134,66,0.49,0,2,2,1,167,87,1,0,5,5,12,7,116,26,0,0,113,18,0,10,10,0,0,128,33,0.25,0,0,0,0,188,85,3,900,0,0,0,1,0,0,0,1,Southpaw,172.72,170.18,125,34
79,Alen Amedovski,Herb Dean,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,31
80,Seungwoo Choi,Vjacheslav Kiselev,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,145,26
81,Keita Nakamura,Leon Roberts,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Welterweight,3,0,1,0,6.8,4.2,5.1,3.3,76.2,24.6,5,2.9,76.7,24.9,0.4,2.8,1.7,1.5,0.2,86.3,30.8,0.361,0.4,3.4,1.8,0.473,110.5,51,1,6,13.7,10.2,10.5,7.2,94.1,35.9,12.8,6.8,95.9,32.4,0.1,7.8,7.3,0.9,0.2,117.4,49.9,0.432,0.5,2.9,1.1,0.365,137.7,67.8,29,853.6,0,0,2,0,0,2,0,4,Southpaw,180.34,185.42,170,34
82,Alex Da Silva,Marc Goddard,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,155,23
83,Shamil Abdurakhimov,Herb Dean,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Heavyweight,3,0,2,0,7.333333333,4.5,13,8.166666667,44.16666667,16.66666667,5.166666667,3.666666667,45.83333333,17.33333333,0.166666667,9.166666667,6.666666667,0.666666667,0,62.33333333,28.5,0.46,0.166666667,4.333333333,1.166666667,0.163333333,86.33333333,50.33333333,2,2,8.833333333,5.833333333,14.33333333,8.5,41.33333333,10.83333333,10.16666667,6.833333333,52.16666667,16.33333333,0,4.833333333,4,0.5,0,65.83333333,26.16666667,0.388333333,0.166666667,2,0.666666667,0.248333333,73.33333333,32.5,15,700.5,0,0,1,2,1,0,0,4,Orthodox,190.5,193.04,235,37
84,Michal Oleksiejczuk,Leon Roberts,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Light Heavyweight,3,0,1,0,18.5,16.5,2,1.5,69.5,40,4.5,3.5,53.5,25,0.5,4,3.5,0.5,0,76,45,0.605,0,1.5,1,0.33,96.5,63.5,1,1,12.5,6,4.5,4,95.5,26.5,0,0,82.5,21.5,0,5,3,0,0,100,30.5,0.365,0.5,0,0,0,109,38,4,497,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,205,24
85,Rafael Fiziev,Vjacheslav Kiselev,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Switch,172.72,180.34,155,26
86,Dustin Poirier,Blake Grice,4/13/2019,"Atlanta, Georgia, USA",1,TRUE,Lightweight,5,0,3,0,7.142857143,5.095238095,15.52380952,9.857142857,82.0952381,37.42857143,8.095238095,5.095238095,90.47619048,40.66666667,0.523809524,8.095238095,6.619047619,0.714285714,0.19047619,105.7142857,52.38095238,0.498571429,0.619047619,2.761904762,1.142857143,0.253809524,117.2380952,62.57142857,4,5,10.0952381,7.047619048,7.714285714,4.952380952,68.19047619,26.52380952,3.428571429,2.80952381,61.76190476,21.19047619,0.095238095,7.476190476,6.047619048,0.666666667,0.095238095,79.33333333,34.28571429,0.413333333,0.952380952,1.80952381,0.571428571,0.196666667,92.28571429,46.0952381,45,540.8571429,0,1,0,4,8,3,0,16,Southpaw,175.26,182.88,155,30
87,Israel Adesanya,Marc Goddard,4/13/2019,"Atlanta, Georgia, USA",1,TRUE,Middleweight,5,0,5,0,16,11.4,10,8,101.6,51.6,2,1.6,77.4,32.6,0.8,20.2,17.2,0.4,0,113.6,61.2,0.55,0.2,0.6,0,0,121.6,68.8,5,0,8,4.6,7.2,4.8,84.4,23.2,0.4,0.4,73.4,15.6,0,10.6,8.2,0.6,0,92,28.4,0.324,0,8,1.2,0.122,101.4,36.4,14,821.6,0,0,1,2,2,0,0,5,Switch,193.04,203.2,185,29
88,Khalil Rountree Jr.,Jason Herzog,4/13/2019,"Atlanta, Georgia, USA",1,FALSE,Light Heavyweight,3,1,0,0,4.142857143,2.285714286,2.428571429,2.142857143,36.14285714,9.857142857,2.857142857,2.285714286,36.14285714,11.42857143,0.571428571,1.142857143,0.571428571,0,0,41.42857143,14.28571429,0.497142857,0.142857143,0,0,0,52.57142857,24.14285714,2,4,6.714285714,5.571428571,1,0.857142857,27.71428571,15.42857143,4.714285714,4.142857143,20.71428571,10.42857143,0.142857143,6,4.428571429,1.285714286,0,33.42857143,20.42857143,0.542857143,0.142857143,2.857142857,1.428571429,0.308571429,57.85714286,39.71428571,11,372.5714286,1,0,0,0,3,0,0,3,Southpaw,185.42,193.04,205,29
89,Dwight Grant,George Allen,4/13/2019,"Atlanta, Georgia, USA",1,FALSE,Welterweight,3,0,1,0,5.5,4.5,4.5,3.5,60.5,15.5,3.5,3.5,59,14.5,0.5,4,3.5,0,0,68.5,22.5,0.33,0,0.5,0.5,0.5,74,27.5,1,1,12.5,8,3.5,2.5,54,12.5,0.5,0.5,42.5,6,0,3,1.5,0,0,58,15.5,0.28,0,5.5,1,0.18,63.5,19.5,4,599.5,0,0,0,0,1,0,0,1,Switch,185.42,193.04,170,34
90,Nikita Krylov,Blake Grice,4/13/2019,"Atlanta, Georgia, USA",1,FALSE,Light Heavyweight,3,2,0,0,9.4,6,14.2,11.3,25.7,11.1,6.1,4.7,31.7,17.4,0.3,4.9,3.7,0.6,0.3,46,27.1,0.56,0.6,0.7,0.2,0.15,68,47,5,4,2.3,1.7,6,3.8,13,6,4.2,2.9,20.2,10.3,0.1,0.7,0.7,1.2,0.1,23.2,12.7,0.549,0.7,2,1.2,0.544,37.5,25.6,15,290.8,0,0,0,0,3,3,0,6,Orthodox,190.5,195.58,205,27
91,Matt Frevola,Marc Goddard,4/13/2019,"Atlanta, Georgia, USA",1,FALSE,Lightweight,3,2,0,0,15,7,6,4,97,33.5,0,0,80,24,0,8,6.5,0.5,0.5,103,37.5,0.335,0.5,3,1,0.165,103.5,37.5,0,2,12.5,8.5,4.5,1.5,95,39.5,2,1.5,81,27.5,2,8,6.5,0,0,101.5,42.5,0.43,0.5,2.5,0.5,0.1,108.5,49.5,4,480,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,28
92,Alexandre Pantoja,Jason Herzog,4/13/2019,"Atlanta, Georgia, USA",1,FALSE,Flyweight,3,0,2,0,17.4,11.2,11.2,8.4,95.8,40.6,3,2.6,81.2,31.6,0.2,11.4,8.8,2.2,0.6,110,51.6,0.462,1.4,1.2,0.6,0.466,130,70,2,1,5.6,4.2,7.4,4,87.6,32.8,5,3.6,88.4,32,0,6,4.2,0.2,0.4,100,40.4,0.438,0,6.6,2.6,0.238,119.6,56.8,13,717.8,0,0,1,1,0,2,0,4,Orthodox,165.1,170.18,125,28
93,Zelim Imadaev,George Allen,4/13/2019,"Atlanta, Georgia, USA",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,24
94,Khalid Taha,Blake Grice,4/13/2019,"Atlanta, Georgia, USA",1,FALSE,Bantamweight,3,1,0,0,6,3,11,7,41,21,5,4,44,24,0,7,5,0,2,57,32,0.56,0,0,0,0,91,59,0,1,10,5,7,5,32,14,30,26,56,37,0,3,3,6,0,69,45,0.65,0,11,6,0.54,97,67,3,900,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,135,27
