ID,Unnamed: 0,R_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age
40,40,Jose Aldo,Marc Goddard,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Featherweight,3,0,2,0,11.30769231,7,3,2.307692308,117.1538462,47.15384615,7.923076923,4.846153846,108.7692308,40.61538462,0.307692308,8,6.692307692,0.923076923,0,128.0769231,54.30769231,0.432307692,0.230769231,1.384615385,0.923076923,0.183076923,137.6153846,63.07692308,7,3,16.69230769,10.23076923,6.923076923,5,140.3076923,44.23076923,10.30769231,6.538461538,126.3076923,35.92307692,0.153846154,14.53846154,9.615384615,0.384615385,0,157.5384615,55.76923077,0.393846154,0,4.923076923,0.461538462,0.077692308,175.8461538,71.23076923,45,975.3076923,11,0,0,6,4,0,0,10,Orthodox,170.18,177.8,145,32
41,41,Thiago Alves,Osiris Maia,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Welterweight,3,0,1,0,7.48,5.68,8,4.84,82.48,32.04,8.52,4.52,73.04,21.4,0.52,18.48,14.32,0.92,0.08,99,41.4,0.4564,0.24,0.8,0.52,0.3196,114.4,54.84,7,10,10.88,7.8,9.8,6.24,82.32,26.64,6.48,4.64,80.2,23.92,0.24,7.52,5.8,1.8,0.12,98.6,37.52,0.404,0.4,4.72,1.76,0.3076,116.32,53.64,61,669.56,1,0,1,5,7,1,1,15,Orthodox,175.26,177.8,170,35
42,42,Irene Aldana,Eduardo Herdy,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",1,FALSE,Women's Bantamweight,3,0,2,0,15.25,9.5,11.5,7.5,200.25,82.25,7.25,5.5,177.75,67,0,26,18.75,1.5,0.75,219,95.25,0.4275,0,1,0.5,0.375,241.5,115.5,2,2,29.25,16.25,12,6.5,253.75,96.25,6.75,3.5,219.5,71.25,0.25,23.75,18.75,0.25,0.25,272.5,106.25,0.4075,0,5.5,0.25,0.0225,283.25,115.5,12,900,0,0,1,1,0,0,0,2,Orthodox,175.26,172.72,135,31
43,43,Rogerio Nogueira,Herb Dean,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Light Heavyweight,3,0,1,0,7.727272727,5.181818182,6.636363636,3.909090909,60.54545455,18,6.272727273,4.363636364,64.27272727,19.72727273,0.363636364,1.454545455,1.363636364,0.181818182,0.272727273,73.45454545,26.27272727,0.335454545,0.181818182,0.090909091,0.090909091,0.090909091,83.36363636,34.45454545,2,5,7,5.181818182,5.818181818,2.818181818,47.36363636,16.36363636,14,10.72727273,54.72727273,20.54545455,0.090909091,5.454545455,4.181818182,1.727272727,0.181818182,67.18181818,29.90909091,0.417272727,0.363636364,5.272727273,1.818181818,0.227272727,84.63636364,44,24,576.1818182,0,0,1,1,4,0,0,6,Southpaw,187.96,190.5,205,42
44,44,Thiago Moises,Marc Goddard,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",1,FALSE,Lightweight,3,1,0,0,5,3,2,1,13,6,1,1,11,5,0,0,0,0,0,16,8,0.5,4,2,0,0,30,20,0,1,12,11,4,3,16,7,48,34,44,22,0,12,11,5,0,68,44,0.64,2,8,4,0.5,161,113,3,900,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,24
45,45,Warlley Alves,Osiris Maia,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",1,FALSE,Welterweight,3,1,0,0,12.33333333,8.333333333,8.777777778,6.555555556,54,22.33333333,4.444444444,2.666666667,48.55555556,18.44444444,0.111111111,6.333333333,4.777777778,0.777777778,0,67.22222222,31.55555556,0.465555556,0.666666667,2,0.888888889,0.4,78.88888889,41.77777778,4,3,14.88888889,9.666666667,13.44444444,9.777777778,73.11111111,33.88888889,2.555555556,1.111111111,68.33333333,30.22222222,0,5.888888889,4.888888889,0.333333333,0,89.11111111,44.77777778,0.533333333,0.111111111,1.666666667,0.333333333,0.147777778,111,65,22,656.6666667,1,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,28
46,46,BJ Penn,Herb Dean,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Lightweight,3,7,0,0,6.884615385,5.923076923,10.26923077,7.692307692,54.96153846,22.07692308,8.769230769,6.192307692,64.76923077,27.96153846,0.269230769,2.346153846,2.076923077,1.692307692,0.038461538,74,35.96153846,0.528461538,0.461538462,1.730769231,1,0.316153846,109.3846154,69.84615385,3,14,13.03846154,8.807692308,9.576923077,5.923076923,80.07692308,30.19230769,12.84615385,8.461538462,79.46153846,28.5,0.038461538,10,7.269230769,0.846153846,0.346153846,102.5,44.57692308,0.414615385,0.115384615,5.423076923,1.269230769,0.263076923,145.4615385,84.23076923,74,787.5769231,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,40
47,47,Luana Carolina,Fernando Portella,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",1,FALSE,Women's Flyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,25
48,48,Raoni Barcelos,Eduardo Herdy,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",1,FALSE,Bantamweight,3,0,2,0,3.5,2.5,4.5,4,75.5,35,24.5,19.5,99,54.5,0.5,2,1.5,2,0,104.5,58.5,0.555,0.5,3,2.5,0.875,139,89,2,0,8,4,4,3,128,55.5,7,5.5,115.5,48.5,0,15.5,11.5,0,0,139,64,0.475,0,2,0.5,0.165,158,81,5,620.5,0,0,0,0,1,1,0,2,Orthodox,170.18,170.18,135,32
49,49,Talita Bernardo,Fernando Portella,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",-1,FALSE,Women's Bantamweight,3,0,1,0,6,5.333333333,2.333333333,2,81.66666667,34.33333333,8.333333333,6.333333333,74,26,0,12.33333333,11.33333333,3,0.666666667,92.33333333,42.66666667,0.45,0.666666667,8,2,0.28,120.3333333,66,1,2,8.666666667,6.666666667,7.333333333,5.333333333,95.66666667,32,28,17.33333333,120.3333333,46.66666667,0,2,1.333333333,3.666666667,1.333333333,131,54.66666667,0.406666667,1.666666667,1.333333333,0.666666667,0.333333333,197.3333333,114.6666667,9,898,0,0,0,1,0,0,0,1,Orthodox,162.56,172.72,135,32
50,50,Al Iaquinta,Jerin Valel,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Lightweight,5,0,1,0,15,9.333333333,4.25,2.583333333,120.8333333,48.16666667,3.25,2.333333333,106.1666667,37.16666667,0.583333333,7.166666667,6.583333333,0.5,0,128.3333333,53.08333333,0.445,0.25,2.916666667,0.666666667,0.215,131.8333333,56.08333333,5,3,10.08333333,6.666666667,2.166666667,0.75,124.5,43.25,8.083333333,5.916666667,118.5833333,38.41666667,0,6.083333333,4.833333333,1.083333333,0,134.75,49.91666667,0.370833333,0.416666667,4.416666667,1.166666667,0.148333333,145.75,59.25,33,740.0833333,2,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32
51,51,Derek Brunson,Todd Ronald Anderson,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Middleweight,3,2,0,0,2.142857143,1.214285714,6.428571429,4.071428571,29.64285714,10.28571429,7.428571429,4.142857143,36.57142857,14.07142857,0.357142857,4.785714286,3.214285714,1,0,43.5,18.5,0.438571429,0.214285714,3.857142857,0.928571429,0.102142857,64.78571429,36.78571429,5,5,6.428571429,4.571428571,3.642857143,2.5,25.57142857,11.14285714,3.214285714,2.571428571,23,9.428571429,0.357142857,3,2.214285714,0,0,32.42857143,16.21428571,0.348571429,0,0.428571429,0,0,41.78571429,24.92857143,22,355.6428571,0,0,0,2,6,1,0,9,Southpaw,185.42,195.58,185,35
52,52,Cub Swanson,Yves Lavigne,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Featherweight,3,3,0,0,16.125,12.3125,6.875,5.5,104.875,49.5625,8.875,6.625,89.125,37.4375,0.375,15.375,11.9375,0.875,0.0625,120.625,61.6875,0.488125,0.125,1.1875,0.6875,0.37875,133.5,73.0625,6,6,13.6875,8.875,6.1875,3.6875,113.5625,39.0625,10.6875,6.5625,104.625,31.625,0.0625,12.125,8.8125,1.75,0.125,130.4375,49.3125,0.35875,0.5625,5.25,1.5625,0.246875,153.75,68.875,46,807.9375,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,35
53,53,Brad Katona,Kevin MacDonald,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Bantamweight,3,0,2,0,19.5,10,3,2,113.5,58.5,18,13,90,41,0,25,22.5,1.5,0,134.5,73.5,0.555,0,5,1,0.14,168.5,101.5,2,0,19.5,11,4.5,2,97,39,1.5,0.5,77,24.5,0,6.5,6,0.5,0,103,41.5,0.345,0.5,3.5,2,0.33,111.5,48.5,6,900,1,0,0,2,0,0,0,2,Orthodox,167.64,162.56,135,27
54,54,Walt Harris,Jerin Valel,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Heavyweight,3,1,0,0,10.27272727,5.363636364,3.727272727,1.909090909,46.81818182,14.27272727,6.545454545,4.909090909,44.72727273,13.90909091,0.545454545,2.090909091,1.818181818,0.363636364,0,57.09090909,21.09090909,0.337272727,0.090909091,0.545454545,0.181818182,0.120909091,60.54545455,24.18181818,2,7,7.454545455,4.090909091,2.727272727,1.181818182,47.90909091,17.90909091,3,1.545454545,38.63636364,10.54545455,0.090909091,7.545454545,6,0.454545455,0,53.63636364,20.63636364,0.340909091,0.090909091,1.545454545,0.363636364,0.165454545,61.72727273,27.36363636,20,460.9090909,0,0,0,0,4,0,0,4,Southpaw,195.58,195.58,250,35
55,55,Marc-Andre Barriault,Todd Ronald Anderson,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,29
56,56,Macy Chiasson,Yves Lavigne,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Women's Bantamweight,3,0,2,0,14.5,10.5,10.5,6.5,34.5,15,4.5,3,34,13,1,1,1,1,0,49.5,24.5,0.495,1,3,0,0,56.5,31,2,0,9.5,7.5,8.5,6,23.5,10.5,0,0,21.5,8,0,1,1,0,0,32,16.5,0.52,0.5,1,0,0,43,27,3,270,1,0,0,0,1,1,0,2,,180.34,182.88,135,27
57,57,Aiemann Zahabi,Kevin MacDonald,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Bantamweight,3,1,0,0,8.5,5.5,5,3.5,101,40,2.5,1.5,99,38.5,0.5,1,1,0.5,0.5,108.5,45,0.41,0,0.5,0,0,109.5,46,1,1,15,7.5,3,1.5,136,48.5,3,3,106,28.5,0.5,21,17,0.5,0,142,53,0.385,0,9,2.5,0.375,148,59,6,809,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,31
58,58,Nordine Taleb,Jerin Valel,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Welterweight,3,2,0,0,11.8,7.9,4.2,3.3,52.8,26,8.9,6.4,43.2,18.5,0.2,10.9,9.3,1.1,0.1,65.9,35.7,0.582,0,2.1,1.6,0.5,84.2,53.1,3,4,7.8,4.7,4.6,2.9,70.3,20.7,5.4,2.7,65.1,16.8,0.2,7.4,4.8,1,0,80.3,26.3,0.316,0.3,2.1,0.6,0.144,92.2,36.7,23,626.5,0,0,1,3,2,0,0,6,Orthodox,185.42,187.96,170,37
59,59,Kyle Nelson,Todd Ronald Anderson,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Featherweight,3,1,0,0,10,6,1,1,48,19,1,0,37,12,0,3,2,0,0,50,20,0.4,0,0,0,0,50,20,0,1,11,8,1,1,55,27,46,26,87,42,0,4,4,6,0,102,54,0.52,1,4,2,0.5,112,63,2,383,0,0,0,0,0,0,0,0,Switch,180.34,180.34,155,28
60,60,Arjan Bhullar,Yves Lavigne,5/4/2019,"Ottawa, Ontario, Canada",1,FALSE,Heavyweight,3,0,1,0,2,1.666666667,9,6,33.33333333,15,8.333333333,5.666666667,47.33333333,24,0.333333333,1.333333333,1,0.666666667,0,50.66666667,26.66666667,0.51,0,2,1.333333333,0.72,98.66666667,67,1,1,11,7.666666667,8,5.333333333,66.66666667,23.33333333,1.333333333,0.666666667,55.33333333,12.33333333,0,9.666666667,9.333333333,0,0,76,29.33333333,0.416666667,0.333333333,0.333333333,0,0,89.33333333,42.33333333,8,739.6666667,0,0,0,2,0,0,0,2,Orthodox,185.42,190.5,245,32
61,61,Mitch Gagnon,Kevin MacDonald,5/4/2019,"Ottawa, Ontario, Canada",-1,FALSE,Bantamweight,3,2,0,0,9.428571429,7.142857143,9.428571429,6.571428571,41,16.71428571,8,5.285714286,45.14285714,18.14285714,0.285714286,3.857142857,3.285714286,0.571428571,0.142857143,58.42857143,28.57142857,0.461428571,1.142857143,3.285714286,0.857142857,0.301428571,71.57142857,40.71428571,4,3,6.857142857,5.571428571,8,5.857142857,39.42857143,11.14285714,4.571428571,2.142857143,40.85714286,10.42857143,0.142857143,4.285714286,3.142857143,1.571428571,0.142857143,52,19.14285714,0.34,0.571428571,4.428571429,1.428571429,0.237142857,75.85714286,38.28571429,15,538.8571429,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,135,34
62,62,Jacare Souza,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Middleweight,5,0,1,0,10.5,6.916666667,6.583333333,4.083333333,34.16666667,14.66666667,9.666666667,8.083333333,37.66666667,18,0.25,2.25,1.916666667,2.25,0.166666667,50.41666667,26.83333333,0.506666667,0.666666667,3.666666667,1.083333333,0.303333333,64.58333333,39.33333333,5,3,5.25,3.25,3.583333333,2.166666667,53.08333333,19.08333333,6.25,3.5,55.16666667,19.41666667,0.25,2.5,2.083333333,0,0.083333333,62.91666667,24.75,0.410833333,0,0.25,0.083333333,0.083333333,73.33333333,33.91666667,23,509.1666667,0,0,0,1,4,4,0,9,Orthodox,185.42,182.88,185,39
63,63,Greg Hardy,Keith Peterson,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Heavyweight,3,1,0,0,5,5,7,6,51,17,6,6,56,21,0,3,3,0,0,64,29,0.45,0,0,0,0,70,35,0,1,0,0,2,1,25,8,3,3,30,12,0,0,0,2,0,30,12,0.4,1,3,1,0.33,34,16,2,448,0,0,0,0,0,0,0,0,Orthodox,195.58,203.2,265,30
64,64,Alex Oliveira,Larry Downs,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Welterweight,3,1,0,0,8.642857143,6.857142857,12.28571429,8.428571429,27,11.42857143,10,7,36.57142857,16.5,0.357142857,4.071428571,3.5,1.357142857,0.071428571,49.28571429,26.85714286,0.522857143,0.5,4.928571429,1.857142857,0.267857143,67.71428571,42.14285714,3,5,5,3.785714286,6.571428571,5.071428571,20.57142857,8.285714286,4.785714286,4.214285714,23.42857143,11,0.142857143,3.5,2.785714286,1.5,0.357142857,31.92857143,17.57142857,0.616428571,0.357142857,2.214285714,0.928571429,0.378571429,47.07142857,30.78571429,30,523.9285714,0,0,0,2,4,3,0,9,Orthodox,180.34,193.04,170,31
65,65,Glover Teixeira,Alan Abeles,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Light Heavyweight,3,0,1,0,6.1875,3.875,6.4375,3.1875,46.9375,16.4375,15.625,10.8125,62.625,26.375,0.25,0.1875,0.1875,2.5,0.0625,69,30.4375,0.456875,0.5,2.8125,1.3125,0.364375,92.9375,50.0625,5,5,7.125,5.625,10.1875,6.25,62.75,23.6875,6,5,68.3125,26.125,0.25,3.5,3.1875,1.3125,0.0625,78.9375,34.9375,0.4425,0.1875,3.8125,1.5,0.146875,91.25,46.3125,36,566.375,1,0,0,2,4,4,1,11,Orthodox,187.96,193.04,205,39
66,66,John Lineker,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Bantamweight,3,0,2,0,37.86666667,21.4,10.2,5.133333333,129.9333333,48.53333333,10.4,6.6,104.6666667,33.66666667,0.8,8,5.2,0.266666667,0.066666667,150.5333333,60.26666667,0.414,0.466666667,0.666666667,0.4,0.166666667,161.2,69.93333333,6,3,14.73333333,9,6,3.133333333,89.26666667,36.46666667,8.733333333,6.066666667,81.06666667,30.2,0,8.2,6.466666667,0.933333333,0,104,45.66666667,0.427333333,0.266666667,3.666666667,1.133333333,0.206666667,122.2,60.8,38,693.3333333,0,0,1,4,6,1,0,12,Orthodox,160.02,170.18,135,28
67,67,Roosevelt Roberts,Keith Peterson,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Lightweight,3,0,1,0,5,4,2,1,33,15,0,0,28,10,0,2,2,0,0,35,16,0.45,1,0,0,0,42,23,1,0,7,5,2,2,31,8,0,0,25,5,0,1,0,0,0,33,10,0.3,0,1,0,0,43,19,1,290,0,0,0,0,0,1,0,1,Orthodox,187.96,185.42,155,25
68,68,Ben Saunders,Larry Downs,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Welterweight,3,2,0,0,13.70588235,9.647058824,11.94117647,8.411764706,35.94117647,14.76470588,2.411764706,2,34,13.41176471,0.176470588,2.588235294,2.117647059,0.294117647,0,50.29411765,25.17647059,0.540588235,0.529411765,0.294117647,0.117647059,0.117647059,75.05882353,48.29411765,3,8,5.705882353,3.529411765,10,6.117647059,38.29411765,15.58823529,9.647058824,6.529411765,45.47058824,18.94117647,0.529411765,6.764705882,5.764705882,1.117647059,0.117647059,57.94117647,28.23529412,0.501176471,0.352941176,2.647058824,0.823529412,0.344117647,85.05882353,53.05882353,33,473.7647059,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,36
69,69,Andrei Arlovski,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Heavyweight,3,3,0,0,6.607142857,4.571428571,7.535714286,4.892857143,54.17857143,20.39285714,2.214285714,1.464285714,47.96428571,15.25,0.357142857,9.357142857,6.928571429,0.214285714,0.035714286,63.92857143,26.75,0.453928571,0.178571429,0.892857143,0.321428571,0.128571429,74.25,35.75,7,12,5.5,3.75,4.964285714,3.035714286,40.32142857,13.92857143,7.964285714,5.357142857,43.71428571,15.14285714,0.25,4.035714286,3.428571429,0.785714286,0.107142857,53.25,22.32142857,0.389285714,0.142857143,2.321428571,0.464285714,0.135,67.85714286,34.82142857,59,521.1785714,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,40
70,70,Carla Esparza,Alan Abeles,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Women's Strawweight,3,2,0,0,6.428571429,4.714285714,8.285714286,4.571428571,57.42857143,15.85714286,11,8.571428571,65.71428571,20.71428571,0,4.571428571,3.571428571,2.142857143,0.285714286,76.71428571,29,0.412857143,0.428571429,8,2.714285714,0.37,138.1428571,79.85714286,1,4,7.714285714,5.714285714,8,5.142857143,56.85714286,19.85714286,21.42857143,18,77,36.14285714,0,1.571428571,1.142857143,3.285714286,0.428571429,86.28571429,43,0.495714286,0.142857143,3.571428571,2.142857143,0.324285714,113.1428571,67.57142857,20,816.5714286,2,0,0,2,0,1,0,3,,154.94,160.02,115,31
71,71,Gilbert Burns,Keith Peterson,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Lightweight,3,0,1,0,10.2,7.7,6.4,4.2,62.4,22.4,6.9,5.1,59.6,19.6,0.3,5.9,4.4,1.6,0,75.7,31.7,0.428,0.5,4.3,1.6,0.453,87.9,42.4,3,3,11.2,6.8,5.1,3.2,74.6,30.4,2.7,1.6,63.3,21.9,0.4,7.9,6.5,0,0,82.4,35.2,0.421,0.1,1.3,0.8,0.221,89.4,40.8,22,615,0,0,0,2,2,3,0,7,Orthodox,177.8,180.34,155,32
72,72,Jim Miller,Larry Downs,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Lightweight,3,1,0,0,8.612903226,6.032258065,8.129032258,4.967741935,55.48387097,19.16129032,7.193548387,4.451612903,55.29032258,16.90322581,0.096774194,6.903225806,5.64516129,1.387096774,0.161290323,70.80645161,28.58064516,0.386451613,1.290322581,2.806451613,1.161290323,0.422580645,85.41935484,41.58064516,7,13,9.806451613,6.935483871,6.806451613,4.516129032,59.32258065,20.35483871,7.548387097,4.741935484,60.12903226,19.93548387,0.064516129,3.741935484,2.741935484,1.838709677,0.225806452,73.67741935,29.61290323,0.38,0.516129032,2.322580645,1.225806452,0.343225806,95.90322581,50.09677419,71,616.6774194,0,0,2,6,3,7,0,18,Southpaw,172.72,180.34,155,35
73,73,Angela Hill,Alan Abeles,4/27/2019,"Sunrise, Florida, USA",1,FALSE,Women's Strawweight,3,2,0,0,24.11111111,16.55555556,23.22222222,17.22222222,110.2222222,50.33333333,2.777777778,2,98.66666667,41.11111111,0.222222222,13.44444444,11.88888889,0.111111111,0.111111111,136.2222222,69.55555556,0.478888889,0,0.555555556,0.333333333,0.277777778,150.3333333,82.22222222,1,6,28.33333333,16.44444444,22.33333333,12.44444444,156.1111111,52.22222222,1.888888889,1.333333333,139.1111111,38.55555556,0,12.88888889,11,1.111111111,0,180.3333333,66,0.381111111,0.222222222,4.888888889,1.333333333,0.404444444,199.6666667,82.77777778,23,747.8888889,0,0,0,3,0,0,0,3,Orthodox,160.02,162.56,115,34
74,74,Court McGee,Dan Miragliotta,4/27/2019,"Sunrise, Florida, USA",-1,FALSE,Welterweight,3,0,1,0,24.78571429,12.71428571,8.714285714,4.428571429,157.8571429,52.35714286,9.571428571,7,133.4285714,36.71428571,0.071428571,17.92857143,14.35714286,1.5,0.071428571,176.1428571,63.78571429,0.372142857,0.428571429,7.214285714,1.785714286,0.267142857,207.4285714,91,3,6,13,8.071428571,8.357142857,4.642857143,115.8571429,40.14285714,2.642857143,1.642857143,108.9285714,34.42857143,0.214285714,4.928571429,3.928571429,0.642857143,0,126.8571429,46.42857143,0.378571429,0.214285714,1.928571429,0.714285714,0.189285714,138.3571429,56.78571429,39,811.2142857,1,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170,34
75,75,Alistair Overeem,Marc Goddard,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Heavyweight,5,0,1,0,13.46666667,11.53333333,8.466666667,7.066666667,21.66666667,14.53333333,10.2,7.866666667,21.93333333,13.4,0.533333333,4.933333333,4.533333333,0.2,0,40.33333333,29.46666667,0.688666667,0.2,0.866666667,0.266666667,0.2,51.6,39.8,4,6,5.2,3.533333333,6.466666667,4.2,31.33333333,11.26666667,4.133333333,3.466666667,33.53333333,13.33333333,0.4,3.2,2.066666667,0.533333333,0,41.93333333,18.93333333,0.437333333,0.066666667,1.266666667,0.466666667,0.177333333,52.8,28.53333333,29,478.4,1,1,0,2,6,0,0,9,Orthodox,193.04,203.2,265,38
76,76,Islam Makhachev,Herb Dean,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Lightweight,3,0,4,0,3.5,3.333333333,2.5,1.5,16,7.333333333,9.166666667,8,23.83333333,13.16666667,0.166666667,0.333333333,0.333333333,4,0.333333333,27.66666667,16.83333333,0.525,0.666666667,2.5,2.166666667,0.6,56.16666667,37.16666667,4,1,4.333333333,1.833333333,1.333333333,0.833333333,15,4.5,1.166666667,0.833333333,9.333333333,1.666666667,0.166666667,3.833333333,2.666666667,0.666666667,0.666666667,17.5,6.166666667,0.378333333,0.5,0.333333333,0,0,30,16.66666667,11,450.6666667,0,0,0,2,1,2,0,5,Orthodox,177.8,177.8,155,27
77,77,Sergei Pavlovich,Leon Roberts,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Heavyweight,3,1,0,0,6,3,10,5,22,8,0,0,25,9,0,1,1,0,0,32,13,0.4,0,2,0,0,37,18,0,1,9,8,7,7,5,3,14,12,16,13,0,1,1,0,0,26,22,0.84,0,2,1,0.5,31,26,1,261,0,0,0,0,0,0,0,0,Southpaw,190.5,213.36,257,26
78,78,Roxanne Modafferi,Marc Goddard,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Women's Flyweight,3,1,0,0,12.75,6.25,5,3.5,193.5,51.5,13,8.25,193.5,52.75,0,5.25,4.25,1.5,0,211.5,63.25,0.2875,0.25,5.25,1,0.3675,249.25,94,1,3,15,9.5,8.75,6,187.25,69.75,15,11,183.75,65.5,0.25,12.25,11.75,2.25,0.25,211,86.75,0.405,0.5,3,1.75,0.5625,237.25,108.25,13,953,1,0,0,0,1,0,0,1,,170.18,175.26,125,36
79,79,Krzysztof Jotko,Herb Dean,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Middleweight,3,3,0,0,10.5,7.7,16.8,12.8,51.7,14.8,9.7,6.9,62.4,22.1,0.2,5.3,4.7,1.7,0.3,78.2,34.5,0.444,0.1,2.4,0.9,0.341,117.7,70.4,5,4,9.4,5.2,6.2,4.5,46.4,16,3.4,2.3,39.9,11.1,0.2,6.7,6.5,1,0.1,56,22.8,0.406,0.4,5.4,0.7,0.108,74.7,39.2,26,723.9,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,29
80,80,Movsar Evloev,Vjacheslav Kiselev,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,25
